Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area
LP0006132,Female,Yes,2,Graduate,No,2933,642,310.0,360.0,1.0,Urban
LP0006133,Female,No,0,Not Graduate,No,24954,7239,61.0,240.0,1.0,Semiurban
LP0006134,Male,Yes,3+,Graduate,Yes,4695,2380,261.0,180.0,1.0,Rural
LP0006135,Male,Yes,0,Graduate,No,9338,4492,448.0,360.0,1.0,Urban
LP0006136,Male,Yes,1,Graduate,Yes,15275,2690,162.0,360.0,1.0,Urban
LP0006137,Male,Yes,3+,Graduate,No,22295,1598,283.0,180.0,1.0,Rural
LP0006138,Male,Yes,3+,Not Graduate,No,3036,9857,186.0,360.0,1.0,Semiurban
LP0006139,Female,No,0,Graduate,nan,8841,6076,302.0,360.0,1.0,Rural
LP0006140,Male,Yes,0,Graduate,No,17661,1978,379.0,360.0,1.0,Rural
LP0006141,Male,Yes,0,Graduate,No,23221,778,380.0,360.0,1.0,Rural
LP0006142,Male,Yes,0,Graduate,nan,8337,7428,339.0,360.0,1.0,Urban
LP0006143,Female,No,1,Graduate,No,3222,2882,262.0,360.0,1.0,Rural
LP0006144,Female,No,0,Not Graduate,Yes,10297,8799,352.0,360.0,,Urban
LP0006145,Male,Yes,0,Graduate,No,22020,7742,400.0,360.0,1.0,Urban
LP0006146,Male,Yes,2,Graduate,No,5939,5507,426.0,180.0,1.0,Urban
LP0006147,Female,Yes,0,Graduate,No,2158,750,514.0,360.0,1.0,Rural
LP0006148,Male,Yes,0,Not Graduate,nan,12417,540,245.0,360.0,1.0,Rural
LP0006149,Male,Yes,3+,Graduate,No,11152,8336,221.0,180.0,1.0,Semiurban
LP0006150,Female,Yes,0,Graduate,No,16211,990,52.0,360.0,1.0,Semiurban
LP0006151,nan,No,2,Graduate,Yes,8205,2722,461.0,360.0,,Semiurban
LP0006152,Male,Yes,0,Not Graduate,No,11049,9903,,360.0,1.0,Semiurban
LP0006153,Male,Yes,0,Not Graduate,No,2359,3068,420.0,360.0,1.0,Semiurban
LP0006154,Male,Yes,0,Graduate,No,20605,1110,506.0,360.0,1.0,Rural
LP0006155,Male,Yes,0,Not Graduate,No,6495,6447,106.0,360.0,1.0,Urban
LP0006156,Male,Yes,0,Graduate,Yes,11572,4062,548.0,360.0,1.0,Urban
LP0006157,Male,No,0,Graduate,nan,23762,9208,383.0,360.0,1.0,Urban
LP0006158,Male,Yes,0,Not Graduate,No,4513,5056,192.0,360.0,1.0,Urban
LP0006159,Male,nan,0,Graduate,Yes,2231,6772,121.0,360.0,1.0,Rural
LP0006160,Male,Yes,0,Not Graduate,No,20289,5322,105.0,360.0,1.0,Urban
LP0006161,Male,Yes,nan,Graduate,Yes,10084,1280,67.0,360.0,1.0,Rural
LP0006162,Male,Yes,3+,Graduate,No,2191,3304,281.0,,1.0,Semiurban
LP0006163,Male,No,3+,Graduate,No,20269,1619,248.0,360.0,1.0,Rural
LP0006164,Male,Yes,1,Graduate,nan,24954,9797,174.0,360.0,0.0,Semiurban
LP0006165,Male,Yes,0,Graduate,No,4401,610,157.0,360.0,1.0,Urban
LP0006166,Female,Yes,1,Graduate,No,6687,4261,219.0,360.0,1.0,Urban
LP0006167,Male,No,2,Graduate,Yes,21116,6301,494.0,360.0,1.0,Rural
LP0006168,nan,Yes,0,Not Graduate,Yes,10303,4594,49.0,360.0,1.0,Urban
LP0006169,Male,Yes,0,Graduate,No,14801,4405,204.0,360.0,1.0,Urban
LP0006170,Male,Yes,0,Not Graduate,No,8470,2014,378.0,480.0,1.0,Rural
LP0006171,Male,Yes,0,Graduate,nan,2942,1935,107.0,360.0,,Rural
LP0006172,Male,Yes,0,Graduate,No,14378,3687,186.0,360.0,1.0,Urban
LP0006173,Female,Yes,nan,Graduate,No,24216,9487,377.0,180.0,1.0,Semiurban
LP0006174,Female,No,2,Graduate,Yes,12860,2330,169.0,360.0,,Urban
LP0006175,nan,Yes,0,Not Graduate,No,16823,2659,83.0,360.0,1.0,Semiurban
LP0006176,Male,No,1,Not Graduate,Yes,4413,7566,390.0,360.0,1.0,Urban
LP0006177,Male,No,0,Graduate,No,13953,1069,96.0,360.0,1.0,Semiurban
LP0006178,Male,Yes,1,Graduate,No,3089,4597,313.0,180.0,1.0,Urban
LP0006179,Male,Yes,3+,Graduate,No,2572,6043,529.0,360.0,1.0,Urban
LP0006180,Male,No,1,Not Graduate,No,20593,5792,201.0,360.0,1.0,Rural
LP0006181,Female,Yes,2,Not Graduate,No,5819,7566,175.0,360.0,1.0,Semiurban
LP0006182,Female,Yes,0,Graduate,No,20124,4408,197.0,360.0,1.0,Rural
LP0006183,Male,No,0,Graduate,No,6667,1731,60.0,360.0,0.0,Semiurban
LP0006184,Male,Yes,2,Graduate,No,1604,7955,355.0,360.0,1.0,Rural
LP0006185,Male,No,2,Graduate,No,2461,4611,471.0,360.0,1.0,Rural
LP0006186,Male,Yes,1,Not Graduate,No,1780,774,52.0,360.0,0.0,Rural
LP0006187,Male,Yes,nan,Not Graduate,No,22000,986,343.0,360.0,,Semiurban
LP0006188,Female,Yes,2,Graduate,No,21440,2360,377.0,360.0,1.0,Semiurban
LP0006189,Male,No,2,Graduate,No,15605,2949,128.0,360.0,1.0,Urban
LP0006190,Male,Yes,2,Graduate,No,20572,7478,280.0,360.0,1.0,Rural
LP0006191,Male,Yes,0,Graduate,No,2939,7838,321.0,180.0,1.0,Urban
LP0006192,Male,No,0,Graduate,No,1673,7487,261.0,360.0,1.0,Semiurban
LP0006193,Female,No,1,Graduate,No,14540,4515,547.0,120.0,1.0,Semiurban
LP0006194,Male,No,0,Graduate,No,9859,6234,343.0,360.0,1.0,Urban
LP0006195,nan,Yes,2,Graduate,No,4716,7180,79.0,240.0,1.0,Urban
LP0006196,Male,No,0,Graduate,No,2064,5194,143.0,360.0,1.0,Urban
LP0006197,Male,Yes,0,Not Graduate,No,14008,3444,365.0,240.0,0.0,Rural
LP0006198,Male,Yes,3+,Graduate,No,4167,3400,233.0,360.0,0.0,Urban
LP0006199,Male,No,0,Graduate,No,14584,4039,424.0,360.0,1.0,Semiurban
LP0006200,Male,Yes,0,Not Graduate,No,21543,1033,89.0,180.0,1.0,Rural
LP0006201,Male,Yes,0,Graduate,No,24675,449,545.0,360.0,1.0,Semiurban
LP0006202,Male,Yes,2,Graduate,No,10822,8855,206.0,360.0,1.0,Semiurban
LP0006203,Male,No,1,Not Graduate,Yes,14342,6498,105.0,360.0,1.0,Semiurban
LP0006204,nan,Yes,3+,Not Graduate,No,5306,3402,148.0,360.0,1.0,Urban
LP0006205,nan,Yes,0,Graduate,No,15978,3588,293.0,360.0,1.0,Semiurban
LP0006206,Male,Yes,3+,Graduate,Yes,7221,2054,549.0,480.0,1.0,Urban
LP0006207,Female,Yes,0,Not Graduate,nan,17790,3172,135.0,360.0,1.0,Urban
LP0006208,Male,No,0,Graduate,No,9596,8421,405.0,360.0,1.0,Urban
LP0006209,Male,Yes,0,Graduate,No,14015,1792,501.0,360.0,1.0,Rural
LP0006210,Male,No,0,Graduate,No,9657,8848,340.0,360.0,1.0,Semiurban
LP0006211,Female,No,0,Not Graduate,Yes,10811,8465,465.0,360.0,1.0,Urban
LP0006212,Male,Yes,0,Graduate,No,18381,6723,254.0,360.0,1.0,Semiurban
LP0006213,Male,Yes,0,Graduate,No,2524,7948,54.0,360.0,1.0,Semiurban
LP0006214,Male,Yes,3+,Graduate,No,3726,7236,454.0,240.0,1.0,Urban
LP0006215,Male,No,0,Graduate,No,20092,8085,34.0,360.0,1.0,Urban
LP0006216,Male,Yes,nan,Graduate,No,18193,921,311.0,360.0,1.0,Rural
LP0006217,Male,Yes,3+,Graduate,No,3190,9539,316.0,360.0,0.0,Semiurban
LP0006218,Male,Yes,0,Graduate,No,24846,3716,84.0,360.0,1.0,Rural
LP0006219,nan,Yes,0,Not Graduate,No,20983,1597,181.0,360.0,1.0,Urban
LP0006220,Female,No,1,Graduate,No,23523,8264,64.0,360.0,1.0,Semiurban
LP0006221,Female,No,2,Graduate,No,3381,5187,374.0,480.0,1.0,Urban
LP0006222,Male,Yes,3+,Graduate,Yes,16762,3661,117.0,,0.0,Urban
LP0006223,Male,No,1,Graduate,No,4576,2737,462.0,360.0,1.0,Semiurban
LP0006224,Male,No,0,Graduate,No,11238,6962,317.0,120.0,1.0,Urban
LP0006225,Male,Yes,0,Graduate,Yes,20272,6145,375.0,360.0,1.0,Semiurban
LP0006226,Female,Yes,3+,Graduate,No,9891,8755,156.0,360.0,1.0,Urban
LP0006227,Male,No,2,Graduate,No,7253,4161,384.0,360.0,1.0,Rural
LP0006228,Female,No,3+,Not Graduate,No,4759,1115,182.0,360.0,0.0,Rural
LP0006229,Male,Yes,1,Graduate,No,5897,1207,321.0,360.0,1.0,Urban
LP0006230,Female,Yes,0,Graduate,No,5735,4839,144.0,180.0,,Urban
LP0006231,Male,No,3+,Not Graduate,No,1871,371,213.0,360.0,0.0,Urban
LP0006232,Male,Yes,3+,Not Graduate,No,21304,6229,312.0,360.0,,Urban
LP0006233,Male,No,0,Not Graduate,nan,17123,5947,214.0,360.0,1.0,Semiurban
LP0006234,Male,No,0,Graduate,No,23429,2359,386.0,360.0,1.0,Rural
LP0006235,Male,No,0,Not Graduate,No,3649,419,429.0,240.0,0.0,Rural
LP0006236,Male,No,2,Not Graduate,No,11108,9088,413.0,360.0,1.0,Urban
LP0006237,Male,Yes,0,Graduate,No,3167,7521,141.0,,1.0,Rural
LP0006238,Female,No,0,Graduate,nan,17212,2146,437.0,360.0,1.0,Urban
LP0006239,Male,Yes,0,Graduate,No,17170,8116,374.0,360.0,1.0,Semiurban
LP0006240,Male,No,0,Graduate,No,14661,1020,493.0,360.0,1.0,Semiurban
LP0006241,Male,Yes,0,Graduate,No,15311,5508,457.0,240.0,1.0,Semiurban
LP0006242,Male,Yes,1,Graduate,No,8880,8618,135.0,360.0,1.0,Urban
LP0006243,Male,Yes,3+,Graduate,No,16674,3306,490.0,120.0,1.0,Urban
LP0006244,Male,No,1,Graduate,No,10770,8586,167.0,360.0,1.0,Rural
LP0006245,Male,Yes,1,Graduate,No,19220,1055,466.0,240.0,1.0,Semiurban
LP0006246,Male,Yes,1,Graduate,No,3970,3438,224.0,240.0,1.0,Urban
LP0006247,Male,No,1,Graduate,No,6263,2651,109.0,360.0,,Semiurban
LP0006248,Male,No,0,Not Graduate,Yes,14453,9073,85.0,360.0,1.0,Rural
LP0006249,Male,Yes,0,Graduate,No,10196,6922,372.0,360.0,1.0,Semiurban
LP0006250,Male,Yes,0,Graduate,No,17697,8474,316.0,360.0,1.0,Semiurban
LP0006251,Male,Yes,3+,Graduate,No,7665,9291,155.0,360.0,,Urban
LP0006252,Male,No,2,Not Graduate,No,8868,3084,485.0,360.0,1.0,Urban
LP0006253,Male,No,1,Graduate,No,5768,8542,531.0,360.0,1.0,Urban
LP0006254,Male,No,3+,Not Graduate,No,24476,546,46.0,360.0,1.0,Urban
LP0006255,Male,Yes,3+,Graduate,Yes,2875,6680,507.0,360.0,0.0,Urban
LP0006256,nan,Yes,3+,Graduate,No,7114,4061,150.0,360.0,1.0,Rural
LP0006257,Male,No,0,Graduate,No,10686,803,245.0,360.0,1.0,Urban
LP0006258,Male,Yes,2,Graduate,No,18271,660,354.0,360.0,1.0,Rural
LP0006259,Male,Yes,1,Graduate,Yes,9995,2358,271.0,360.0,0.0,Urban
LP0006260,Male,Yes,2,Not Graduate,No,7179,6179,436.0,360.0,1.0,Semiurban
LP0006261,Male,No,0,Graduate,No,17155,8091,491.0,360.0,,Urban
LP0006262,Female,No,2,Graduate,No,9366,9611,87.0,180.0,1.0,Semiurban
LP0006263,Female,Yes,0,Graduate,No,10175,9417,174.0,180.0,1.0,Rural
LP0006264,Male,No,2,Graduate,Yes,17803,9388,283.0,360.0,0.0,Urban
LP0006265,Male,Yes,2,Graduate,No,4868,1543,289.0,120.0,1.0,Rural
LP0006266,Female,Yes,0,Graduate,No,11121,6986,323.0,360.0,1.0,Urban
LP0006267,Female,Yes,0,Graduate,No,18250,5756,221.0,360.0,,Semiurban
LP0006268,Male,Yes,2,Graduate,No,12059,6032,294.0,360.0,1.0,Rural
LP0006269,Male,Yes,1,Graduate,No,19980,6382,90.0,180.0,1.0,Rural
LP0006270,Male,No,1,Graduate,No,8273,9896,92.0,360.0,1.0,Urban
LP0006271,Male,Yes,2,Not Graduate,No,7314,1422,498.0,360.0,1.0,Semiurban
LP0006272,Male,Yes,3+,Not Graduate,No,23607,2642,531.0,360.0,1.0,Rural
LP0006273,Female,Yes,0,Graduate,Yes,13407,5714,380.0,360.0,1.0,Rural
LP0006274,Male,Yes,1,Graduate,No,5219,4169,541.0,360.0,1.0,Urban
LP0006275,Female,Yes,2,Graduate,No,18362,795,463.0,180.0,1.0,Urban
LP0006276,Male,Yes,3+,Graduate,No,9562,484,33.0,360.0,1.0,Urban
LP0006277,Male,No,0,Not Graduate,No,9495,3224,511.0,360.0,1.0,Semiurban
LP0006278,Male,No,0,Graduate,No,24373,4770,150.0,360.0,1.0,Semiurban
LP0006279,Male,No,0,Not Graduate,Yes,3422,1060,37.0,360.0,1.0,Rural
LP0006280,Male,Yes,3+,Graduate,No,12482,4026,372.0,360.0,0.0,Urban
LP0006281,Male,No,0,Graduate,No,3426,7767,484.0,360.0,1.0,Rural
LP0006282,Female,Yes,0,Graduate,No,24874,1895,185.0,360.0,0.0,Urban
LP0006283,Female,Yes,0,Graduate,Yes,9903,4976,382.0,180.0,1.0,Urban
LP0006284,Male,Yes,0,Not Graduate,No,22892,756,145.0,360.0,1.0,Semiurban
LP0006285,Male,Yes,1,Graduate,No,5093,7736,400.0,360.0,1.0,Urban
LP0006286,Male,No,1,Graduate,nan,21749,5820,175.0,360.0,1.0,Rural
LP0006287,nan,Yes,1,Not Graduate,No,18161,1662,360.0,360.0,,Rural
LP0006288,Male,Yes,0,Graduate,No,8042,3067,110.0,360.0,1.0,Rural
LP0006289,Male,Yes,0,Graduate,No,12251,3578,194.0,360.0,1.0,Semiurban
LP0006290,Male,No,2,Graduate,nan,3093,6624,386.0,360.0,1.0,Semiurban
LP0006291,Male,No,0,Graduate,No,24791,2933,447.0,360.0,1.0,Urban
LP0006292,Male,Yes,3+,Graduate,No,19735,8169,374.0,360.0,0.0,Rural
LP0006293,Female,No,0,Graduate,No,7975,1503,65.0,480.0,1.0,Semiurban
LP0006294,Female,No,0,Graduate,No,6494,827,38.0,360.0,1.0,Urban
LP0006295,Male,Yes,0,Graduate,No,9360,9759,97.0,360.0,1.0,Urban
LP0006296,Male,Yes,3+,Graduate,nan,11123,1238,277.0,360.0,1.0,Urban
LP0006297,Male,Yes,0,Graduate,No,11154,3908,187.0,480.0,1.0,Rural
LP0006298,Female,Yes,1,Not Graduate,No,13471,7868,167.0,360.0,1.0,Rural
LP0006299,Male,No,1,Not Graduate,No,10098,2374,502.0,360.0,0.0,Rural
LP0006300,Male,Yes,0,Graduate,nan,17241,8865,40.0,360.0,0.0,Rural
LP0006301,Male,Yes,0,Graduate,No,12822,969,262.0,240.0,,Urban
LP0006302,Male,No,3+,Graduate,No,20500,631,46.0,360.0,1.0,Semiurban
LP0006303,Male,Yes,0,Graduate,Yes,10403,9813,324.0,360.0,1.0,Rural
LP0006304,Male,Yes,2,Not Graduate,No,17285,2962,516.0,360.0,1.0,Semiurban
LP0006305,Male,Yes,3+,Graduate,No,15431,5158,343.0,360.0,1.0,Rural
LP0006306,Male,Yes,0,Graduate,No,6759,3884,103.0,360.0,,Semiurban
LP0006307,Male,Yes,0,Graduate,nan,13988,9560,316.0,180.0,1.0,Semiurban
LP0006308,Male,No,0,Graduate,Yes,13350,5004,229.0,240.0,1.0,Urban
LP0006309,Male,Yes,0,Graduate,No,11976,373,112.0,360.0,1.0,Urban
LP0006310,Male,No,0,Graduate,No,3036,1502,313.0,360.0,1.0,Rural
LP0006311,Male,Yes,1,Not Graduate,No,3390,1217,439.0,360.0,0.0,Rural
LP0006312,Female,Yes,2,Graduate,Yes,16646,9323,44.0,360.0,1.0,Urban
LP0006313,Male,No,1,Graduate,nan,2457,9859,59.0,360.0,0.0,Urban
LP0006314,Male,Yes,3+,Graduate,No,14306,8947,151.0,,0.0,Urban
LP0006315,Male,No,0,Graduate,No,3959,1329,,360.0,1.0,Urban
LP0006316,Male,nan,0,Graduate,No,18635,8534,392.0,360.0,1.0,Urban
LP0006317,Male,Yes,0,Not Graduate,No,7393,8208,87.0,360.0,1.0,Rural
LP0006318,Male,Yes,0,Graduate,No,13619,9915,204.0,360.0,1.0,Semiurban
LP0006319,Male,No,0,Graduate,No,8581,4358,38.0,360.0,1.0,Semiurban
LP0006320,Male,No,0,Graduate,No,5121,4376,267.0,240.0,1.0,Semiurban
LP0006321,Female,Yes,2,Graduate,No,14489,8690,378.0,120.0,1.0,Semiurban
LP0006322,Female,Yes,3+,Graduate,No,8487,5655,417.0,360.0,1.0,Semiurban
LP0006323,Female,Yes,0,Graduate,No,13534,7793,271.0,180.0,1.0,Urban
LP0006324,Male,Yes,2,Not Graduate,No,8823,6240,237.0,360.0,0.0,Urban
LP0006325,Female,No,2,Graduate,No,1511,1372,72.0,360.0,1.0,Rural
LP0006326,Male,Yes,0,Graduate,No,5767,6720,387.0,360.0,1.0,Rural
LP0006327,Male,Yes,0,Graduate,No,5098,4268,447.0,240.0,1.0,Urban
LP0006328,Male,Yes,nan,Graduate,Yes,21329,2460,452.0,360.0,1.0,Urban
LP0006329,Male,Yes,1,Graduate,No,5906,6174,324.0,360.0,0.0,Rural
LP0006330,Female,Yes,nan,Graduate,nan,2618,158,316.0,360.0,1.0,Urban
LP0006331,Male,Yes,0,Graduate,No,16080,620,389.0,360.0,,Rural
LP0006332,Male,Yes,0,Graduate,No,3504,8433,187.0,360.0,1.0,Semiurban
LP0006333,Male,Yes,0,Graduate,No,17947,3259,91.0,360.0,1.0,Semiurban
LP0006334,Female,Yes,nan,Not Graduate,No,7166,3255,443.0,360.0,1.0,Rural
LP0006335,Male,Yes,0,Not Graduate,Yes,8109,5791,121.0,360.0,1.0,Rural
LP0006336,nan,No,0,Graduate,No,11028,2653,465.0,360.0,1.0,Urban
LP0006337,Male,No,0,Not Graduate,No,13345,2236,388.0,180.0,1.0,Rural
LP0006338,Male,Yes,0,Not Graduate,No,8627,3659,535.0,360.0,1.0,Semiurban
LP0006339,Male,Yes,0,Graduate,No,20301,4543,50.0,360.0,1.0,Rural
LP0006340,Male,No,1,Graduate,No,17963,265,376.0,360.0,1.0,Rural
LP0006341,Male,Yes,0,Graduate,No,21944,9625,108.0,360.0,0.0,Urban
LP0006342,Male,No,0,Graduate,No,18936,9284,408.0,480.0,1.0,Urban
LP0006343,Male,No,0,Graduate,No,20951,3400,249.0,360.0,1.0,Urban
LP0006344,Male,Yes,1,Graduate,Yes,17359,925,162.0,360.0,1.0,Urban
LP0006345,Male,Yes,0,Graduate,No,13445,5417,304.0,360.0,1.0,Urban
LP0006346,Male,Yes,0,Graduate,No,3191,2243,508.0,360.0,1.0,Semiurban
LP0006347,Male,Yes,2,Graduate,No,17771,1885,403.0,360.0,1.0,Rural
LP0006348,Male,No,0,Graduate,No,9118,4745,63.0,360.0,1.0,Urban
LP0006349,Male,No,0,Not Graduate,No,23621,5838,58.0,480.0,1.0,Rural
LP0006350,Male,Yes,1,Graduate,No,6579,6612,510.0,360.0,1.0,Urban
LP0006351,Male,Yes,0,Graduate,No,3821,3589,281.0,360.0,1.0,Urban
LP0006352,Male,Yes,0,Graduate,No,20875,5184,196.0,360.0,1.0,Urban
LP0006353,Male,Yes,1,Graduate,No,20172,3785,463.0,360.0,1.0,Urban
LP0006354,Female,Yes,2,Not Graduate,No,4901,9089,488.0,360.0,1.0,Rural
LP0006355,Male,No,2,Not Graduate,No,10356,3575,384.0,360.0,,Rural
LP0006356,nan,Yes,0,Graduate,No,16191,1416,261.0,360.0,,Urban
LP0006357,Male,Yes,0,Graduate,nan,3018,4688,408.0,120.0,1.0,Rural
LP0006358,Male,Yes,2,Graduate,No,3725,5986,455.0,360.0,1.0,Urban
LP0006359,Male,Yes,0,Not Graduate,nan,16878,3642,54.0,360.0,1.0,Semiurban
LP0006360,Female,Yes,0,Not Graduate,No,19877,8056,354.0,360.0,1.0,Urban
LP0006361,Male,Yes,1,Graduate,No,6660,4827,64.0,360.0,1.0,Semiurban
LP0006362,Male,Yes,0,Graduate,No,18144,5362,79.0,360.0,1.0,Urban
LP0006363,Female,No,2,Graduate,No,19169,261,237.0,360.0,,Semiurban
LP0006364,Male,Yes,0,Not Graduate,nan,1886,5528,478.0,360.0,1.0,Semiurban
LP0006365,Male,Yes,0,Graduate,Yes,2753,9662,179.0,360.0,1.0,Semiurban
LP0006366,Male,No,3+,Graduate,No,7320,9402,197.0,360.0,0.0,Urban
LP0006367,Male,No,0,Graduate,No,20677,3673,525.0,120.0,1.0,Rural
LP0006368,Male,Yes,1,Not Graduate,nan,24203,941,157.0,360.0,1.0,Semiurban
LP0006369,Male,Yes,0,Graduate,No,10099,2293,257.0,360.0,0.0,Rural
LP0006370,Male,No,0,Graduate,No,13129,5006,478.0,360.0,1.0,Semiurban
LP0006371,Male,Yes,0,Graduate,No,1909,8001,333.0,480.0,1.0,Rural
LP0006372,Male,Yes,0,Graduate,No,9868,5461,,360.0,1.0,Urban
LP0006373,Male,Yes,nan,Graduate,No,17333,8155,282.0,360.0,1.0,Semiurban
LP0006374,Male,Yes,3+,Graduate,No,3251,4752,290.0,360.0,1.0,Semiurban
LP0006375,Male,Yes,1,Graduate,No,24771,5142,416.0,360.0,0.0,Semiurban
LP0006376,Male,Yes,3+,Not Graduate,No,6495,1757,154.0,360.0,1.0,Semiurban
LP0006377,Male,No,1,Not Graduate,No,17469,3432,433.0,360.0,0.0,Urban
LP0006378,Male,No,0,Graduate,No,8455,847,416.0,360.0,1.0,Semiurban
LP0006379,Male,No,0,Not Graduate,No,5368,4719,375.0,360.0,1.0,Rural
LP0006380,Female,Yes,1,Graduate,No,1781,9197,466.0,360.0,1.0,Semiurban
LP0006381,Male,Yes,0,Graduate,Yes,13230,1110,56.0,,1.0,Rural
LP0006382,Male,No,0,Graduate,No,10160,7136,475.0,360.0,1.0,Urban
LP0006383,Male,Yes,2,Graduate,No,2734,289,186.0,360.0,1.0,Semiurban
LP0006384,Male,Yes,0,Not Graduate,No,14809,5576,241.0,360.0,0.0,Urban
LP0006385,Female,Yes,0,Not Graduate,No,21272,9103,141.0,360.0,1.0,Urban
LP0006386,Male,Yes,0,Graduate,No,5891,1380,185.0,180.0,0.0,Urban
LP0006387,Male,Yes,1,Graduate,No,8257,9839,45.0,360.0,,Urban
LP0006388,Male,Yes,0,Graduate,Yes,4269,3824,161.0,360.0,0.0,Urban
LP0006389,Male,No,0,Not Graduate,No,20781,1291,188.0,360.0,1.0,Rural
LP0006390,Male,Yes,0,Graduate,No,5431,9814,388.0,240.0,1.0,Urban
LP0006391,Male,No,0,Graduate,No,6708,1762,350.0,360.0,1.0,Rural
LP0006392,Male,No,0,Not Graduate,No,9931,4179,301.0,360.0,1.0,Semiurban
LP0006393,Male,Yes,nan,Not Graduate,No,11596,6683,188.0,360.0,1.0,Semiurban
LP0006394,Male,No,0,Graduate,No,14686,1437,495.0,360.0,1.0,Semiurban
LP0006395,Male,No,2,Not Graduate,No,11464,7626,534.0,360.0,,Rural
LP0006396,Male,Yes,2,Graduate,nan,12391,3889,103.0,360.0,1.0,Urban
LP0006397,Male,Yes,0,Graduate,No,10811,5079,188.0,360.0,0.0,Urban
LP0006398,nan,Yes,0,Graduate,No,4558,6494,79.0,360.0,1.0,Semiurban
LP0006399,Male,Yes,0,Graduate,No,20791,7854,140.0,360.0,,Semiurban
LP0006400,Female,Yes,1,Graduate,Yes,8381,8548,244.0,360.0,1.0,Rural
LP0006401,Male,Yes,0,Graduate,No,13980,8352,437.0,360.0,1.0,Urban
LP0006402,Female,Yes,0,Graduate,No,21093,6829,28.0,360.0,1.0,Semiurban
LP0006403,Male,Yes,0,Graduate,No,24397,3066,202.0,360.0,1.0,Rural
LP0006404,Male,Yes,0,Graduate,No,18376,9712,49.0,360.0,1.0,Urban
LP0006405,Female,Yes,0,Graduate,nan,12607,5531,462.0,360.0,1.0,Rural
LP0006406,Female,No,3+,Graduate,No,13008,563,88.0,360.0,1.0,Semiurban
LP0006407,Male,Yes,0,Graduate,No,4412,3260,219.0,360.0,1.0,Rural
LP0006408,Male,No,0,Graduate,No,17695,3991,528.0,360.0,1.0,Semiurban
LP0006409,Male,Yes,2,Graduate,No,17264,9,191.0,360.0,1.0,Urban
LP0006410,Female,Yes,2,Graduate,No,8300,681,309.0,360.0,1.0,Rural
LP0006411,Male,Yes,0,Graduate,No,7759,6308,407.0,120.0,,Urban
LP0006412,Male,Yes,0,Graduate,No,11017,8718,283.0,360.0,0.0,Urban
LP0006413,Male,nan,0,Graduate,nan,16765,7835,535.0,360.0,0.0,Rural
LP0006414,Male,Yes,0,Graduate,No,18729,8868,457.0,360.0,1.0,Rural
LP0006415,Male,Yes,0,Not Graduate,No,13285,8384,194.0,360.0,1.0,Rural
LP0006416,Male,Yes,0,Graduate,nan,1620,5516,123.0,360.0,1.0,Urban
LP0006417,Female,Yes,0,Graduate,No,13723,4922,499.0,240.0,1.0,Semiurban
LP0006418,Male,No,3+,Graduate,Yes,6553,487,444.0,240.0,0.0,Urban
LP0006419,Male,Yes,0,Graduate,No,21890,8477,131.0,360.0,1.0,Rural
LP0006420,Male,No,0,Not Graduate,No,10422,9459,125.0,360.0,0.0,Rural
LP0006421,Male,Yes,nan,Graduate,No,3353,7231,130.0,360.0,1.0,Semiurban
LP0006422,Male,Yes,1,Graduate,Yes,22058,9026,479.0,360.0,1.0,Rural
LP0006423,Male,Yes,0,Graduate,No,23539,9491,112.0,360.0,1.0,Rural
LP0006424,Male,Yes,0,Not Graduate,No,6416,1122,40.0,360.0,1.0,Urban
LP0006425,Male,No,3+,Graduate,No,18623,3581,306.0,360.0,1.0,Rural
LP0006426,Male,Yes,0,Graduate,Yes,22268,7023,278.0,360.0,1.0,Urban
LP0006427,Male,Yes,1,Graduate,No,23840,3211,227.0,240.0,1.0,Urban
LP0006428,Male,No,3+,Graduate,No,7972,2156,511.0,360.0,1.0,Urban
LP0006429,Male,Yes,0,Graduate,No,18755,2290,299.0,240.0,1.0,Urban
LP0006430,Male,Yes,2,Graduate,Yes,17289,9256,98.0,360.0,1.0,Semiurban
LP0006431,Male,Yes,nan,Graduate,No,13364,3791,500.0,180.0,1.0,Rural
LP0006432,Male,Yes,1,Graduate,nan,9533,5343,443.0,360.0,1.0,Urban
LP0006433,Female,Yes,0,Graduate,No,21126,9568,369.0,360.0,1.0,Rural
LP0006434,Male,Yes,3+,Not Graduate,Yes,19736,346,354.0,,0.0,Urban
LP0006435,Male,No,1,Not Graduate,No,10235,1758,364.0,360.0,0.0,Urban
LP0006436,Male,Yes,2,Graduate,No,14512,1338,61.0,360.0,1.0,Rural
LP0006437,Male,No,1,Graduate,No,1996,4991,508.0,360.0,1.0,Urban
LP0006438,Male,Yes,0,Not Graduate,nan,16918,2696,178.0,360.0,1.0,Urban
LP0006439,Male,Yes,0,Not Graduate,No,7978,5228,62.0,360.0,1.0,Urban
LP0006440,Male,No,0,Graduate,No,11769,453,546.0,360.0,1.0,Rural
LP0006441,Male,No,0,Graduate,No,15357,9501,364.0,360.0,1.0,Urban
LP0006442,Male,Yes,0,Not Graduate,No,20247,8281,445.0,360.0,1.0,Urban
LP0006443,Male,Yes,0,Graduate,No,10151,9511,59.0,360.0,1.0,Urban
LP0006444,Male,No,0,Graduate,No,8377,1542,301.0,360.0,1.0,Semiurban
